ID,Name,Year,Duration,Directors,Actors,Genres,Rating
57,Belfast,2021,98.0,Kenneth Branagh,"Jude Hill, Lewis McAskie, Caitríona Balfe","Biography, Drama",7.2
58,Pushpa: The Rise - Part 1,2021,179.0,Sukumar,"Fahadh Faasil, Samantha Ruth Prabhu, Rashmika Mandanna","Action, Crime, Drama",7.6
59,Sing 2,2021,110.0,"Garth Jennings, Christophe Lourdelet","Matthew McConaughey, Reese Witherspoon, Scarlett Johansson","Animation, Adventure, Comedy",7.3
60,Judas and the Black Messiah,2021,126.0,Shaka King,"LaKeith Stanfield, Daniel Kaluuya, Jesse Plemons","Biography, Drama, History",7.4
61,Army of Thieves,2021,127.0,Matthias Schweighöfer,"Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee","Action, Comedy, Crime",6.4
62,Farha,2021,92.0,Darin J. Sallam,"Karam Taher, Ashraf Barhom, Ali Suliman",Drama,8.0
63,The Woman in the Window,2021,100.0,Joe Wright,"Amy Adams, Gary Oldman, Anthony Mackie","Crime, Drama, Mystery",5.7
64,Master,2021,179.0,Lokesh Kanagaraj,"Joseph Vijay, Vijay Sethupathi, Malavika Mohanan","Action, Crime, Drama",7.4
65,The Dig,2021,112.0,Simon Stone,"Carey Mulligan, Ralph Fiennes, Lily James","Biography, Drama, History",7.1
66,Fear Street: Part Two - 1978,2021,109.0,Leigh Janiak,"Sadie Sink, Emily Rudd, Ryan Simpkins","Drama, Horror, Mystery",6.7
67,Space Jam: A New Legacy,2021,115.0,Malcolm D. Lee,"LeBron James, Don Cheadle, Cedric Joe","Animation, Adventure, Comedy",4.5
68,Sooryavanshi,2021,145.0,Rohit Shetty,"Akshay Kumar, Katrina Kaif, Ajay Devgn","Action, Crime, Drama",5.9
69,Candyman,2021,91.0,Nia DaCosta,"Yahya Abdul-Mateen II, Teyonah Parris, Nathan Stewart-Jarrett","Horror, Thriller",5.9
70,Spencer,2021,117.0,Pablo Larraín,"Kristen Stewart, Timothy Spall, Sally Hawkins","Biography, Drama",6.5
71,The Lost Daughter,2021,121.0,Maggie Gyllenhaal,"Olivia Colman, Jessie Buckley, Dakota Johnson",Drama,6.7
72,Coming 2 America,2021,110.0,Craig Brewer,"Eddie Murphy, Arsenio Hall, Shari Headley","Comedy, Music",5.3
73,Don't Breathe 2,2021,98.0,Rodo Sayagues,"Stephen Lang, Madelyn Grace, Brendan Sexton III","Action, Crime, Horror",6.0
74,Those Who Wish Me Dead,2021,100.0,Taylor Sheridan,"Angelina Jolie, Nicholas Hoult, Finn Little","Action, Drama, Thriller",6.0
75,The Harder They Fall,2021,139.0,Jeymes Samuel,"Jonathan Majors, Zazie Beetz, RJ Cyler","Action, Drama, Western",6.6
76,Kate,2021,106.0,Cedric Nicolas-Troyan,"Mary Elizabeth Winstead, Woody Harrelson, Miku Martineau","Action, Adventure, Crime",6.3
77,Spiral,2021,93.0,Darren Lynn Bousman,"Chris Rock, Samuel L. Jackson, Max Minghella","Horror, Mystery, Thriller",5.2
78,Drive My Car,2021,179.0,Ryûsuke Hamaguchi,"Hidetoshi Nishijima, Tôko Miura, Reika Kirishima",Drama,7.5
79,Fear Street: Part Three - 1666,2021,114.0,Leigh Janiak,"Kiana Madeira, Ashley Zukerman, Gillian Jacobs","Horror, Mystery",6.6
80,Reminiscence,2021,116.0,Lisa Joy,"Hugh Jackman, Rebecca Ferguson, Thandiwe Newton","Mystery, Romance, Sci-Fi",5.9
81,Resident Evil: Welcome to Raccoon City,2021,107.0,Johannes Roberts,"Kaya Scodelario, Robbie Amell, Hannah John-Kamen","Action, Horror, Sci-Fi",5.2
82,The Mauritanian,2021,129.0,Kevin Macdonald,"Tahar Rahim, Nouhe Hamady Bari, Saadna Hamoud","Biography, Drama, Thriller",7.5
83,Without Remorse,2021,109.0,Stefano Sollima,"Michael B. Jordan, Jodie Turner-Smith, Jamie Bell","Action, Drama, Thriller",5.8
84,The White Tiger,2021,125.0,Ramin Bahrani,"Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas","Crime, Drama",7.1
85,The Many Saints of Newark,2021,120.0,Alan Taylor,"Alessandro Nivola, Leslie Odom Jr., Jon Bernthal","Crime, Drama",6.3
86,Love Hard,2021,104.0,Hernán Jiménez,"Nina Dobrev, Jimmy O. Yang, Darren Barnet","Comedy, Romance",6.3
87,Infinite,2021,106.0,Antoine Fuqua,"Mark Wahlberg, Chiwetel Ejiofor, Sophie Cookson","Action, Sci-Fi, Thriller",5.5
88,Escape Room: Tournament of Champions,2021,88.0,Adam Robitel,"Taylor Russell, Logan Miller, Deborah Ann Woll","Action, Adventure, Horror",5.7
89,Titane,2021,108.0,Julia Ducournau,"Vincent Lindon, Agathe Rousselle, Garance Marillier","Drama, Horror, Sci-Fi",6.5
90,Stillwater,2021,139.0,Tom McCarthy,"Matt Damon, Camille Cottin, Abigail Breslin","Crime, Drama, Mystery",6.6
91,Chaos Walking,2021,109.0,Doug Liman,"Tom Holland, Daisy Ridley, Demián Bichir","Action, Adventure, Fantasy",5.7
92,Blood Red Sky,2021,121.0,Peter Thorwarth,"Peri Baumeister, Carl Anton Koch, Alexander Scheer","Action, Drama, Horror",6.1
93,Stowaway,2021,116.0,Joe Penna,"Anna Kendrick, Daniel Dae Kim, Shamier Anderson","Adventure, Sci-Fi, Thriller",5.7
94,In the Heights,2021,143.0,Jon M. Chu,"Anthony Ramos, Corey Hawkins, Leslie Grace","Drama, Musical, Romance",7.2
95,Gunpowder Milkshake,2021,114.0,Navot Papushado,"Karen Gillan, Lena Headey, Carla Gugino","Action, Crime, Thriller",6.1
96,The Witcher: Nightmare of the Wolf,2021,83.0,Kwang Il Han,"Theo James, Mary McDonnell, Lara Pulver","Animation, Action, Adventure",7.2
97,The Ice Road,2021,109.0,Jonathan Hensleigh,"Liam Neeson, Marcus Thomas, Laurence Fishburne","Action, Adventure, Thriller",5.6
98,Toofaan,2021,163.0,Rakeysh Omprakash Mehra,"Farhan Akhtar, Mrunal Thakur, Paresh Rawal","Drama, Sport",6.1
99,The Hand of God,2021,130.0,Paolo Sorrentino,"Filippo Scotti, Toni Servillo, Teresa Saponangelo",Drama,7.3
100,Jujutsu Kaisen 0,2021,112.0,Sunghoo Park,"Megumi Ogata, Kana Hanazawa, Yûichi Nakamura","Animation, Action, Fantasy",7.8
101,Boiling Point,2021,92.0,Philip Barantini,"Stephen Graham, Vinette Robinson, Alice Feetham","Drama, Thriller",7.5
102,Sardar Udham,2021,164.0,Shoojit Sircar,"Vicky Kaushal, Shaun Scott, Stephen Hogan","Crime, Drama, History",8.3
103,Cinderella,2021,112.0,Kay Cannon,"Camila Cabello, Billy Porter, Nicholas Galitzine","Comedy, Family, Fantasy",4.4
104,Palmer,2021,110.0,Fisher Stevens,"Justin Timberlake, Juno Temple, Alisha Wainwright",Drama,7.3
105,Antlers,2021,99.0,Scott Cooper,"Keri Russell, Jesse Plemons, Jeremy T. Thomas","Drama, Horror, Mystery",5.9
106,Thunder Force,2021,106.0,Ben Falcone,"Melissa McCarthy, Octavia Spencer, Jason Bateman","Action, Adventure, Comedy",4.6
107,Outside the Wire,2021,114.0,Mikael Håfström,"Anthony Mackie, Damson Idris, Enzo Cilenti","Action, Adventure, Fantasy",5.4
108,Snake Eyes,2021,121.0,Robert Schwentke,"Henry Golding, Andrew Koji, Haruka Abe","Action, Adventure, Crime",5.4
109,Oxygen,2021,100.0,Alexandre Aja,"Mélanie Laurent, Mathieu Amalric, Malik Zidi","Drama, Fantasy, Sci-Fi",6.5
110,The Forever Purge,2021,103.0,Everardo Gout,"Ana de la Reguera, Tenoch Huerta, Josh Lucas","Action, Crime, Horror",5.4
111,The Marksman,2021,108.0,Robert Lorenz,"Katheryn Winnick, Liam Neeson, Teresa Ruiz","Action, Drama, Thriller",5.7
112,Being the Ricardos,2021,131.0,Aaron Sorkin,"Nicole Kidman, Javier Bardem, J.K. Simmons","Biography, Drama",6.5
113,The Card Counter,2021,111.0,Paul Schrader,"Oscar Isaac, Tiffany Haddish, Tye Sheridan","Crime, Drama, Thriller",6.2
114,Fatherhood,2021,109.0,Paul Weitz,"Kevin Hart, Alfre Woodard, Lil Rel Howery","Comedy, Drama",6.6
115,Mimi,2021,132.0,"Rajesh Bhatia, Laxman Utekar","Kriti Sanon, Evelyn Edwards, Pankaj Tripathi","Comedy, Drama",7.8
116,No Sudden Move,2021,115.0,Steven Soderbergh,"Don Cheadle, Benicio Del Toro, David Harbour","Crime, Drama, Mystery",6.4
117,Ron's Gone Wrong,2021,107.0,"Sarah Smith, Jean-Philippe Vine, Octavio E. Rodriguez","Jack Dylan Grazer, Zach Galifianakis, Ed Helms","Animation, Adventure, Comedy",7.1
118,Drishyam 2,2021,152.0,Jeethu Joseph,"Mohanlal, Meena, Ansiba","Crime, Drama, Mystery",8.4
119,Dhamaka,2021,103.0,"Ram Madhvani, Heavenveer Singh Hayer","Kartik Aaryan, Mrunal Thakur, Amruta Subhash","Action, Crime, Drama",6.7
120,Antim: The Final Truth,2021,138.0,Mahesh Manjrekar,"Salman Khan, Aayush Sharma, Mahima Makwana","Action, Crime, Drama",6.1
121,Malcolm & Marie,2021,106.0,Sam Levinson,"John David Washington, Zendaya","Drama, Romance",6.6
122,Lamb,2021,106.0,Valdimar Jóhannsson,"Noomi Rapace, Hilmir Snær Guðnason, Björn Hlynur Haraldsson","Drama, Fantasy, Horror",6.3
123,Copshop,2021,107.0,Joe Carnahan,"Gerard Butler, Frank Grillo, Alexis Louder","Action, Thriller",6.2
124,The Tragedy of Macbeth,2021,105.0,Joel Coen,"Denzel Washington, Frances McDormand, Alex Hassell","Drama, Mystery, Thriller",7.1
125,'83,2021,162.0,Kabir Khan,"Ranveer Singh, Deepika Padukone, Tahir Raj Bhasin","Biography, Drama, History",7.5
126,Willy's Wonderland,2021,88.0,Kevin Lewis,"Nicolas Cage, Emily Tosta, Beth Grant","Action, Comedy, Horror",5.5
127,Tom & Jerry,2021,101.0,Tim Story,"Chloë Grace Moretz, Michael Peña, Colin Jost","Animation, Adventure, Comedy",5.3
128,The Voyeurs,2021,116.0,Michael Mohan,"Sydney Sweeney, Justice Smith, Ben Hardy","Drama, Mystery, Romance",6.1
129,C'mon C'mon,2021,109.0,Mike Mills,"Joaquin Phoenix, Gaby Hoffmann, Woody Norman",Drama,7.3
130,Old Henry,2021,99.0,Potsy Ponciroli,"Tim Blake Nelson, Scott Haze, Gavin Lewis","Action, Drama, Western",7.3
131,The Cost of Deception,2021,125.0,Keith English,"Vivianne Bánovits, András Mózes, Barna Bokor","Action, Crime, Drama",1.5
132,Operation Mincemeat,2021,128.0,John Madden,"Colin Firth, Matthew Macfadyen, Kelly Macdonald","Drama, War",6.6
133,The Protégé,2021,109.0,Martin Campbell,"Michael Keaton, Maggie Q, Samuel L. Jackson","Action, Crime, Thriller",6.1
134,The Eyes of Tammy Faye,2021,126.0,Michael Showalter,"Jessica Chastain, Andrew Garfield, Cherry Jones","Biography, Drama, Romance",6.6
135,Cherry,2021,142.0,"Anthony Russo, Joe Russo","Tom Holland, Ciara Bravo, Jack Reynor","Biography, Crime, Drama",6.6
136,Red Rocket,2021,130.0,Sean Baker,"Simon Rex, Bree Elrod, Suzanna Son","Comedy, Drama, Romance",7.1
137,Wrong Turn,2021,109.0,Mike P. Nelson,"Charlotte Vega, Adain Bradley, Bill Sage","Horror, Thriller",5.6
138,The Fallout,2021,96.0,Megan Park,"Jenna Ortega, Maddie Ziegler, Niles Fitch",Drama,7.0
139,Parallel Mothers,2021,123.0,Pedro Almodóvar,"Penélope Cruz, Milena Smit, Israel Elejalde",Drama,7.1
140,Things Heard & Seen,2021,121.0,"Shari Springer Berman, Robert Pulcini","Amanda Seyfried, James Norton, Natalia Dyer","Drama, Horror, Mystery",5.3
141,Munich: The Edge of War,2021,130.0,Christian Schwochow,"George MacKay, Jannis Niewöhner, Jeremy Irons","Biography, Drama, History",6.8
142,Jolt,2021,91.0,Tanya Wexler,"Kate Beckinsale, Jai Courtney, Stanley Tucci","Action, Comedy, Crime",5.6
143,Sweet Girl,2021,110.0,Brian Andrew Mendoza,"Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo","Action, Drama, Thriller",5.5
144,To All the Boys: Always and Forever,2021,116.0,Michael Fimognari,"Lana Condor, Noah Centineo, Janel Parrish","Comedy, Drama, Romance",6.3
145,Wish Dragon,2021,98.0,Chris Appelhans,"Jimmy Wong, John Cho, Constance Wu","Animation, Adventure, Comedy",7.2
146,The Tender Bar,2021,106.0,George Clooney,"Ben Affleck, Tye Sheridan, Daniel Ranieri","Biography, Drama",6.7
147,Cry Macho,2021,104.0,Clint Eastwood,"Clint Eastwood, Dwight Yoakam, Daniel V. Graulau",Drama,5.7
148,Seaspiracy,2021,89.0,Ali Tabrizi,"Ali Tabrizi, Richard O'Barry, Lucy Tabrizi","Documentary, Adventure",8.1
149,The Vault,2021,118.0,Jaume Balagueró,"Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley","Action, Thriller",6.4
150,Minnal Murali,2021,158.0,Basil Joseph,"Tovino Thomas, Guru Somasundaram, Aju Varghese","Action, Comedy, Drama",7.8
151,Haseen Dillruba,2021,135.0,Vinil Mathew,"Taapsee Pannu, Vikrant Massey, Harshvardhan Rane","Crime, Drama, Mystery",6.9
152,Yes Day,2021,86.0,Miguel Arteta,"Jennifer Garner, Edgar Ramírez, Jenna Ortega","Comedy, Family",5.7
153,Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,2021,87.0,Haruo Sotozaki,,"Animation. Action, Fantasy",8.5
154,Vacation Friends,2021,103.0,Clay Tarver,"Lil Rel Howery, Yvonne Orji, John Cena","Adventure, Comedy",6.3
155,14 Peaks: Nothing Is Impossible,2021,101.0,Torquil Jones,"Nirmal Purja, Suchi Purja, Klára Kolouchová","Documentary, Adventure, Sport",7.7
156,The Hating Game,2021,102.0,Peter Hutchings,"Lucy Hale, Austin Stowell, Damon Daunno","Comedy, Romance",6.2
157,Marcel the Shell with Shoes On,2021,90.0,Dean Fleischer Camp,"Jenny Slate, Dean Fleischer Camp, Isabella Rossellini","Animation, Comedy, Drama",7.6
158,A Hero,2021,127.0,Asghar Farhadi,"Amir Jadidi, Mohsen Tanabandeh, Sahar Goldoost",Drama,7.5
159,Thalaivi,2021,153.0,A.L. Vijay,"Kangana Ranaut, Arvind Swamy, Nassar","Biography, Drama",5.9
160,The Map of Tiny Perfect Things,2021,98.0,Ian Samuels,"Kathryn Newton, Kyle Allen, Jermaine Harris","Comedy, Fantasy, Romance",6.8
161,He's All That,2021,88.0,Mark Waters,"Addison Rae, Tanner Buchanan, Madison Pettis","Comedy, Romance",4.4
162,Space Sweepers,2021,136.0,Sung-hee Jo,"Song Joong-ki, Kim Tae-ri, Jin Seon-kyu","Action, Adventure, Drama",6.5
163,Moxie,2021,111.0,Amy Poehler,"Hadley Robinson, Lauren Tsai, Alycia Pascual-Pena","Comedy, Drama",6.7
164,The Unholy,2021,99.0,Evan Spiliotopoulos,"Jeffrey Dean Morgan, Cricket Brown, William Sadler","Drama, Horror, Mystery",5.1
165,Beckett,2021,110.0,Ferdinando Cito Filomarino,"John David Washington, Boyd Holbrook, Vicky Krieps","Action, Crime, Drama",5.7
166,A Boy Called Christmas,2021,106.0,Gil Kenan,"Maggie Smith, Isabella O'Sullivan, Joel Fry","Adventure, Drama, Family",6.7
167,Till Death,2021,91.0,S.K. Dale,"Megan Fox, Eoin Macken, Callan Mulvey","Horror, Thriller",5.9
168,The Trip,2021,113.0,Tommy Wirkola,"Noomi Rapace, Aksel Hennie, Atle Antonsen","Action, Comedy, Horror",6.9
169,Voyagers,2021,108.0,Neil Burger,"Colin Farrell, Tye Sheridan, Lily-Rose Depp","Adventure, Mystery, Sci-Fi",5.5
170,Atrangi Re,2021,138.0,Aanand L. Rai,"Dhanush, Rakesh Poonia, Sara Ali Khan","Comedy, Drama, Fantasy",6.5
171,Chehre,2021,139.0,Rumi Jaffery,"Amitabh Bachchan, Emraan Hashmi, Krystle D'Souza","Drama, Mystery, Thriller",6.2
172,Bad Trip,2021,86.0,Kitao Sakurai,"Eric André, Michaela Conlin, Lil Rel Howery",Comedy,6.5
173,Benedetta,2021,131.0,Paul Verhoeven,"Virginie Efira, Charlotte Rampling, Daphné Patakia","Biography, Drama, Romance",6.7
174,The Innocents,2021,117.0,Eskil Vogt,"Rakel Lenora Petersen Fløttum, Alva Brynsmo Ramstad, Sam Ashraf","Drama, Fantasy, Horror",7.0
175,Awake,2021,96.0,Mark Raso,"Gina Rodriguez, Ariana Greenblatt, Lucius Hoyos","Action, Adventure, Drama",4.9
176,Bhoot Police,2021,129.0,Pavan Kirpalani,"Saif Ali Khan, Arjun Kapoor, Jacqueline Fernandez","Comedy, Horror",6.7
177,Queenpins,2021,110.0,"Aron Gaudet, Gita Pullapilly","Kristen Bell, Kirby Howell-Baptiste, Paul Walter Hauser","Comedy, Crime",6.4
178,Werewolves Within,2021,107.0,Josh Ruben,"Sam Richardson, Milana Vayntrub, George Basil","Comedy, Horror, Mystery",6.0
179,Sarpatta Parambarai,2021,173.0,Pa. Ranjith,"Arya, Pasupathy, John Kokken","Action, Drama, Sport",8.5
180,Schumacher,2021,112.0,"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech","Ross Brawn, Flavio Briatore, Luca Cordero di Montezemolo","Documentary, Biography, Sport",7.4
181,American Underdog,2021,112.0,"Andrew Erwin, Jon Erwin","Zachary Levi, Anna Paquin, Hayden Zaller","Biography, Drama, Romance",7.1
182,Maanaadu,2021,147.0,Venkat Prabhu,"Silambarasan TR, S.J. Suryah, Kalyani Priyadarshan","Action, Adventure, Sci-Fi",8.2
183,Shiddat,2021,146.0,Kunal Deshmukh,"Sunny Kaushal, Radhika Madan, Mohit Raina",Romance,7.6
184,Bhuj: The Pride of India,2021,113.0,Abhishek Dudhaiya,"Ajay Devgn, Sanjay Dutt, Sonakshi Sinha","Action, Drama, History",4.2
185,After Yang,2021,96.0,Kogonada,"Colin Farrell, Jodie Turner-Smith, Malea Emma Tjandrawidjaja","Drama, Sci-Fi",6.6
186,Pleasure,2021,109.0,Ninja Thyberg,"Sofia Kappel, Zelda Morrison, Evelyn Claire",Drama,6.3
187,The Boss Baby: Family Business,2021,107.0,Tom McGrath,"Alec Baldwin, James Marsden, Amy Sedaris","Animation, Adventure, Comedy",5.9
188,The Kissing Booth 3,2021,112.0,Vince Marcello,"Joey King, Joel Courtney, Jacob Elordi","Comedy, Romance",4.8
189,Redemption Day,2021,99.0,Hicham Hajji,"Gary Dourdan, Serinda Swan, Andy Garcia","Action, Drama, Thriller",4.5
190,Karnan,2021,158.0,Mari Selvaraj,"Dhanush, Lal, Rajisha Vijayan","Action, Drama",8.0
191,The Last Letter from Your Lover,2021,110.0,Augustine Frizzell,"Shailene Woodley, Joe Alwyn, Wendy Nottingham","Drama, Romance",6.7
192,Bellbottom,2021,123.0,Ranjit Tewari,"Akshay Kumar, Vaani Kapoor, Lara Dutta","Action, Thriller",6.1
193,8-Bit Christmas,2021,97.0,Michael Dowse,"Winslow Fegley, Neil Patrick Harris, Steve Zahn","Comedy, Family",6.7
194,Annette,2021,141.0,Leos Carax,"Adam Driver, Marion Cotillard, Simon Helberg","Drama, Musical, Romance",6.3
195,A Classic Horror Story,2021,95.0,"Roberto De Feo, Paolo Strippoli","Matilda Lutz, Francesco Russo, Peppino Mazzotta","Drama, Horror, Mystery",5.7
196,The Sadness,2021,99.0,Rob Jabbaz,"Berant Zhu, Regina Lei, Ying-Ru Chen","Horror, Thriller",6.5
197,Intrusion,2021,92.0,Adam Salky,"Freida Pinto, Logan Marshall-Green, Robert John Burke","Action, Drama, Mystery",5.3
