ID,Name,Year,Duration,Directors,Actors,Genres,Rating
59,The Iron Claw,2023,132.0,Sean Durkin,"Zac Efron, Jeremy Allen White, Harris Dickinson","Biography, Drama, Sport",7.6
60,Jawan,2023,169.0,Atlee,"Shah Rukh Khan, Nayanthara, Vijay Sethupathi","Action, Crime, Drama",6.9
61,Reptile,2023,134.0,Grant Singer,"Benicio Del Toro, Justin Timberlake, Eric Bogosian","Crime, Drama, Mystery",6.8
62,Operation Fortune: Ruse de Guerre,2023,114.0,Guy Ritchie,"Jason Statham, Aubrey Plaza, Cary Elwes","Action, Comedy, Thriller",6.3
63,Creed III,2023,116.0,Michael B. Jordan,"Michael B. Jordan, Tessa Thompson, Jonathan Majors","Action, Drama, Sport",6.7
64,65,2023,93.0,"Scott Beck, Bryan Woods","Adam Driver, Ariana Greenblatt, Chloe Coleman","Action, Adventure, Sci-Fi",5.4
65,Tetris,2023,118.0,Jon S. Baird,"Taron Egerton, Mara Huf, Miles Barrow","Biography, Drama, History",7.4
66,The Pope's Exorcist,2023,103.0,Julius Avery,"Russell Crowe, Daniel Zovatto, Alexandra Essoe","Horror, Thriller",6.1
67,The Boy and the Heron,2023,124.0,Hayao Miyazaki,"Soma Santoki, Masaki Suda, Kô Shibasaki","Animation, Adventure, Drama",7.4
68,Meg 2: The Trench,2023,116.0,Ben Wheatley,"Jason Statham, Jing Wu, Shuya Sophia Cai","Action, Adventure, Horror",5.0
69,Plane,2023,107.0,Jean-François Richet,"Gerard Butler, Mike Colter, Tony Goldwyn","Action, Adventure, Thriller",6.5
70,Saw X,2023,118.0,Kevin Greutert,"Tobin Bell, Shawnee Smith, Synnøve Macody Lund","Horror, Mystery, Thriller",6.6
71,Dream Scenario,2023,102.0,Kristoffer Borgli,"Lily Bird, Nicolas Cage, Julianne Nicholson","Comedy, Drama, Fantasy",6.8
72,Perfect Days,2023,124.0,Wim Wenders,"Kôji Yakusho, Tokio Emoto, Arisa Nakano",Drama,7.9
73,Dunki,2023,160.0,Rajkumar Hirani,"Taapsee Pannu, Ryan Cretney, Priya Sindher","Action, Adventure, Comedy",6.5
74,Murder Mystery 2,2023,90.0,Jeremy Garelick,"Adam Sandler, Jennifer Aniston, Mark Strong","Action, Adventure, Comedy",5.7
75,Salaar,2023,175.0,Prashanth Neel,"Prabhas, Karthikeya Dev, Prithviraj Sukumaran","Action, Crime, Drama",6.6
76,The Kerala Story,2023,138.0,"Sudipto Sen, Vipul Amrutlal Shah","Adah Sharma, Yogita Bihani, Sonia Balani",Drama,6.9
77,No One Will Save You,2023,93.0,Brian Duffield,"Kaitlyn Dever, Elizabeth Kaluev, Zack Duhame","Horror, Mystery, Sci-Fi",6.3
78,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,99.0,"Jeff Rowe, Kyler Spears","Micah Abbey, Shamon Brown Jr., Nicolas Cantu","Animation, Action, Adventure",7.2
79,Ghosted,2023,116.0,Dexter Fletcher,"Chris Evans, Ana de Armas, Adrien Brody","Action, Adventure, Comedy",5.8
80,Beau Is Afraid,2023,179.0,Ari Aster,"Joaquin Phoenix, Patti LuPone, Amy Ryan","Comedy, Drama",6.6
81,All of Us Strangers,2023,105.0,Andrew Haigh,"Andrew Scott, Paul Mescal, Carter John Grout","Drama, Romance",7.6
82,Thanksgiving,2023,106.0,Eli Roth,"Patrick Dempsey, Ty Olsson, Gina Gershon","Comedy, Horror, Mystery",6.2
83,The Nun II,2023,110.0,Michael Chaves,"Taissa Farmiga, Jonas Bloquet, Storm Reid","Horror, Mystery, Thriller",5.6
84,Luther: The Fallen Sun,2023,129.0,Jamie Payne,"Idris Elba, Cynthia Erivo, Andy Serkis","Action, Crime, Drama",6.4
85,May December,2023,117.0,Todd Haynes,"Natalie Portman, Chris Tenzis, Charles Melton",Drama,6.8
86,Kaiva,2023,138.0,Jayathirtha,"Dharmendra Aras, Agratha Ashok, Anand Babu","Action, Drama, Romance",8.3
87,The Bikeriders,2023,116.0,Jeff Nichols,"Austin Butler, Jodie Comer, Tom Hardy","Crime, Drama",6.6
88,Infinity Pool,2023,117.0,Brandon Cronenberg,"Alexander Skarsgård, Mia Goth, Cleopatra Coleman","Crime, Horror, Mystery",6.0
89,Missing,2023,111.0,"Nicholas D. Johnson, Will Merrick","Tim Griffin, Ava Zaria Lee, Nia Long","Drama, Mystery, Thriller",7.1
90,Leo,2023,164.0,Lokesh Kanagaraj,"Joseph Vijay, Sanjay Dutt, Trisha Krishnan","Action, Crime, Drama",7.2
91,Maestro,2023,129.0,Bradley Cooper,"Carey Mulligan, Bradley Cooper, Matt Bomer","Biography, Drama, History",6.5
92,Heart of Stone,2023,122.0,Tom Harper,"Gal Gadot, Jamie Dornan, Alia Bhatt","Action, Crime, Thriller",5.7
93,You People,2023,117.0,Kenya Barris,"Jonah Hill, Lauren London, Eddie Murphy","Comedy, Romance",5.5
94,The Last Voyage of the Demeter,2023,118.0,André Øvredal,"Corey Hawkins, Aisling Franciosi, Liam Cunningham","Fantasy, Horror, Thriller",6.1
95,Woman of the Hour,2023,95.0,Anna Kendrick,"Anna Kendrick, Daniel Zovatto, Tony Hale","Crime, Drama, Mystery",6.6
96,Totally Killer,2023,106.0,Nahnatchka Khan,"Kiernan Shipka, Olivia Holt, Charlie Gillespie","Comedy, Horror, Sci-Fi",6.5
97,Ferrari,2023,130.0,Michael Mann,"Adam Driver, Shailene Woodley, Giuseppe Festinese","Biography, Drama, History",6.4
98,Insidious: The Red Door,2023,107.0,Patrick Wilson,"Ty Simpkins, Patrick Wilson, Rose Byrne","Horror, Mystery, Thriller",5.5
99,"Red, White & Royal Blue",2023,118.0,Matthew López,"Taylor Zakhar Perez, Nicholas Galitzine, Uma Thurman","Comedy, Romance",6.9
100,BlackBerry,2023,120.0,Matt Johnson,"Jay Baruchel, Glenn Howerton, Matt Johnson","Biography, Comedy, Drama",7.3
101,Nimona,2023,101.0,"Nick Bruno, Troy Quane","Chloë Grace Moretz, Riz Ahmed, Eugene Lee Yang","Animation, Action, Adventure",7.5
102,Dumb Money,2023,105.0,Craig Gillespie,"Paul Dano, Pete Davidson, Vincent D'Onofrio","Biography, Comedy, Drama",6.8
103,Chor Nikal Ke Bhaga,2023,110.0,Ajay Singh,"Yami Gautam, Sunny Kaushal, Sharad Kelkar","Crime, Drama, Thriller",7.2
104,Tiger 3,2023,155.0,Maneesh Sharma,"Salman Khan, Katrina Kaif, Emraan Hashmi","Action, Adventure, Thriller",5.7
105,The Family Plan,2023,118.0,Simon Cellan Jones,"Mark Wahlberg, Michelle Monaghan, Ciarán Hinds","Action, Comedy",6.3
106,The Archies,2023,141.0,Zoya Akhtar,"Agastya Nanda, Khushi Kapoor, Suhana Khan","Comedy, Drama, Musical",4.2
107,Strange Darling,2023,97.0,JT Mollner,"Willa Fitzgerald, Kyle Gallner, Madisen Beaty","Horror, Thriller",7.0
108,Bottoms,2023,91.0,Emma Seligman,"Rachel Sennott, Ayo Edebiri, Ruby Cruz",Comedy,6.7
109,Pain Hustlers,2023,123.0,David Yates,"Emily Blunt, Chris Evans, Catherine O'Hara","Crime, Drama",6.6
110,To Catch a Killer,2023,119.0,Damián Szifron,"Shailene Woodley, Ben Mendelsohn, Jovan Adepo","Action, Crime, Drama",6.6
111,Lost Ladies,2023,122.0,Kiran Rao,"Nitanshi Goel, Pratibha Ranta, Sparsh Shrivastava","Comedy, Drama",8.3
112,When Evil Lurks,2023,99.0,Demián Rugna,"Ezequiel Rodríguez, Demián Salomón, Silvina Sabater",Horror,6.9
113,Lust Stories 2,2023,132.0,"R Balki, Sujoy Ghosh, Amit Ravindernath Sharma","Tamannaah Bhatia, Vijay Varma, Neena Gupta","Drama, Romance",5.8
114,The Mother,2023,115.0,Niki Caro,"Jennifer Lopez, Lucy Paez, Omari Hardwick","Action, Thriller",5.6
115,The Expendables 4,2023,103.0,Scott Waugh,"Jason Statham, 50 Cent, Megan Fox","Action, Adventure, Thriller",4.8
116,The Boogeyman,2023,98.0,Rob Savage,"Sophie Thatcher, Chris Messina, Vivien Lyra Blair","Horror, Mystery, Thriller",5.9
117,Priscilla,2023,113.0,Sofia Coppola,"Cailee Spaeny, Jacob Elordi, Ari Cohen","Biography, Drama, Music",6.5
118,Haunted Mansion,2023,123.0,Justin Simien,"LaKeith Stanfield, Rosario Dawson, Owen Wilson","Comedy, Drama, Family",6.0
119,Wish,2023,95.0,"Chris Buck, Fawn Veerasunthorn","Ariana DeBose, Chris Pine, Alan Tudyk","Animation, Adventure, Comedy",5.6
120,The Exorcist: Believer,2023,111.0,David Gordon Green,"Lafortune Joseph, Leslie Odom Jr., Gastner Legerme",Horror,4.8
121,Nowhere,2023,109.0,Albert Pintó,"Anna Castillo, Tamar Novas, Tony Corvillo","Drama, Thriller",6.3
122,Old Dads,2023,104.0,Bill Burr,"Bill Burr, Bobby Cannavale, Bokeem Woodbine",Comedy,6.2
123,They Cloned Tyrone,2023,122.0,Juel Taylor,"John Boyega, Jamie Foxx, Teyonah Parris","Comedy, Mystery, Sci-Fi",6.6
124,Mission Majnu,2023,129.0,Shantanu Bagchi,"Sidharth Malhotra, Rashmika Mandanna, Parmeet Sethi","Action, Drama, History",7.0
125,OMG 2,2023,156.0,Amit Rai,"Pankaj Tripathi, Akshay Kumar, Yami Gautam","Comedy, Drama",7.5
126,Fair Play,2023,113.0,Chloe Domont,"Phoebe Dynevor, Alden Ehrenreich, Eddie Marsan","Drama, Thriller",6.4
127,Rocky Aur Rani Kii Prem Kahaani,2023,168.0,Karan Johar,"Ranveer Singh, Alia Bhatt, Dharmendra","Comedy, Drama, Family",6.5
128,Nyad,2023,121.0,"Jimmy Chin, Elizabeth Chai Vasarhelyi","Annette Bening, Jodie Foster, Anne Marie Kempf","Biography, Drama, Sport",7.1
129,Your Place or Mine,2023,109.0,Aline Brosh McKenna,"Reese Witherspoon, Ashton Kutcher, Zoë Chao","Comedy, Romance",5.7
130,Leo,2023,102.0,"Robert Marianetti, Robert Smigel, David Wachtenheim","Adam Sandler, Bill Burr, Cecily Strong","Animation, Adventure, Comedy",7.0
131,Hypnotic,2023,93.0,Robert Rodriguez,"Ben Affleck, Alice Braga, JD Pardo","Action, Drama, Mystery",5.5
132,Kisi Ka Bhai Kisi Ki Jaan,2023,145.0,Farhad Samji,"Salman Khan, Pooja Hegde, Venkatesh Daggubati","Action, Comedy, Drama",3.9
133,Cobweb,2023,88.0,Samuel Bodin,"Lizzy Caplan, Antony Starr, Cleopatra Coleman","Horror, Mystery, Thriller",5.9
134,Kandahar,2023,119.0,Ric Roman Waugh,"Tom Rhys Harries, Farhad Bagheri, Gerard Butler","Action, Drama, Thriller",6.1
135,Kill,2023,105.0,Nikhil Nagesh Bhat,"Lakshya, Raghav Juyal, Tanya Maniktala","Action, Crime, Drama",7.5
136,Jailer,2023,168.0,Nelson Dilipkumar,"Rajinikanth, Mohanlal, Shivarajkumar","Action, Comedy, Crime",7.1
137,Migration,2023,83.0,"Benjamin Renner, Guylo Homsy","Kumail Nanjiani, Tresi Gazal, Elizabeth Banks","Animation, Adventure, Comedy",6.6
138,The Last Kingdom: Seven Kings Must Die,2023,117.0,Edward Bazalgette,"Mark Rowley, Pekka Strang, Zoltán Andrási","Action, Drama, History",6.9
139,Varisu,2023,169.0,Vamshi Paidipally,"Joseph Vijay, Rashmika Mandanna, Shaam","Action, Comedy, Drama",5.9
140,The Burial,2023,126.0,Maggie Betts,"Jamie Foxx, Tommy Lee Jones, Jurnee Smollett",Drama,7.1
141,The Out-Laws,2023,95.0,Tyler Spindel,"Adam Devine, Pierce Brosnan, Ellen Barkin","Action, Comedy, Crime",5.4
142,Love at First Sight,2023,91.0,Vanessa Caswill,"Haley Lu Richardson, Ben Hardy, Rob Delaney","Drama, Romance",6.8
143,Wicked Little Letters,2023,100.0,Thea Sharrock,"Jessie Buckley, Olivia Colman, Timothy Spall","Comedy, Crime, Drama",7.0
144,Boston Strangler,2023,112.0,Matt Ruskin,"Keira Knightley, Carrie Coon, Chris Cooper","Crime, Drama, History",6.5
145,Culpa Mía,2023,117.0,Domingo González,"Nicole Wallace, Gabriel Guevara, Marta Hazas","Drama, Romance",6.1
146,Boy Kills World,2023,111.0,Moritz Mohr,"Bill Skarsgård, Jessica Rothe, Michelle Dockery","Action, Comedy, Crime",6.4
147,Sharper,2023,116.0,Benjamin Caron,"Julianne Moore, Sebastian Stan, Justice Smith","Crime, Drama, Thriller",6.7
148,Monster,2023,127.0,Hirokazu Koreeda,"Sakura Andô, Eita Nagayama, Soya Kurokawa","Drama, Thriller",7.8
149,Strays,2023,93.0,Josh Greenbaum,"Will Ferrell, Jamie Foxx, Isla Fisher","Adventure, Comedy",6.3
150,We Have a Ghost,2023,126.0,Christopher Landon,"Jahi Di'Allo Winston, David Harbour, Anthony Mackie","Adventure, Comedy, Family",6.1
151,One Life,2023,109.0,James Hawes,"Anthony Hopkins, Lena Olin, Johnny Flynn","Biography, Drama, History",7.5
152,Nefarious,2023,97.0,"Chuck Konzelman, Cary Solomon","Sean Patrick Flanery, Jordan Belfi, Tom Ohmer","Drama, Horror, Thriller",6.4
153,Winnie-the-Pooh: Blood and Honey,2023,84.0,Rhys Frake-Waterfield,"Nikolai Leon, Maria Taylor, Natasha Rose Mills",Horror,2.9
154,"Are You There God? It's Me, Margaret.",2023,106.0,Kelly Fremon Craig,"Abby Ryder Fortson, Rachel McAdams, Kathy Bates","Comedy, Drama, Family",7.3
155,The Promised Land,2023,127.0,Nikolaj Arcel,"Mads Mikkelsen, Amanda Collin, Simon Bennebjerg","Action, Biography, Drama",7.7
156,Fallen Leaves,2023,81.0,Aki Kaurismäki,"Alma Pöysti, Jussi Vatanen, Janne Hyytiäinen","Comedy, Drama, Romance",7.3
157,Champions,2023,124.0,Bobby Farrelly,"Woody Harrelson, Kaitlin Olson, Matt Cook","Comedy, Drama, Sport",6.8
158,Shehzada,2023,142.0,Rohit Dhawan,"Kartik Aaryan, Kriti Sanon, Paresh Rawal","Action, Comedy, Drama",4.5
159,Kho Gaye Hum Kahan,2023,135.0,Arjun Varain Singh,"Ananya Panday, Siddhant Chaturvedi, Adarsh Gourav","Comedy, Drama, Romance",7.3
160,Satyaprem Ki Katha,2023,146.0,Sameer Vidwans,"Kartik Aaryan, Kiara Advani, Supriya Pathak","Comedy, Drama, Musical",6.7
161,Family Switch,2023,106.0,McG,"Jennifer Garner, Ed Helms, Emma Myers","Comedy, Family",5.7
162,Sirf Ek Bandaa Kaafi Hai,2023,132.0,Apoorv Singh Karki,"Manoj Bajpayee, Adrija Sinha, Surya Mohan Kulshreshtha","Crime, Drama, Thriller",8.0
163,Thunivu,2023,146.0,H. Vinoth,"Ajith Kumar, Manju Warrier, Samuthirakani","Action, Crime, Thriller",6.1
164,Surongo,2023,150.0,Raihan Rafi,"Rayhan Sardar, Adib Ahasan Chowdhury, Md. Alamin Hossen","Crime, Drama, Mystery",6.8
165,Peter Pan & Wendy,2023,106.0,David Lowery,"Alexander Molony, Ever Anderson, Jude Law","Adventure, Family, Fantasy",4.4
166,Next Goal Wins,2023,104.0,Taika Waititi,"Michael Fassbender, Oscar Kightley, Kaimana","Comedy, Drama, Sport",6.5
167,Tu Jhoothi Main Makkaar,2023,150.0,Luv Ranjan,"Ranbir Kapoor, Shraddha Kapoor, Anubhav Singh Bassi","Comedy, Romance",6.0
168,The Boys in the Boat,2023,123.0,George Clooney,"Joel Edgerton, Callum Turner, Peter Guinness","Biography, Drama, Sport",7.0
169,Lee,2023,117.0,Ellen Kuras,"Kate Winslet, Andy Samberg, Alexander Skarsgård","Biography, Drama, History",6.9
170,Joy Ride,2023,95.0,Adele Lim,"Ashley Park, Sherry Cola, Stephanie Hsu",Comedy,6.4
171,Bird Box: Barcelona,2023,112.0,"David Pastor, Àlex Pastor","Mario Casas, Georgina Campbell, Diego Calva","Horror, Mystery, Sci-Fi",5.3
172,Chicken Run: Dawn of the Nugget,2023,98.0,"Sam Fell, Jeff Newitt","Thandiwe Newton, Zachary Levi, Bella Ramsey","Animation, Adventure, Comedy",6.3
173,A Good Person,2023,128.0,Zach Braff,"Florence Pugh, Morgan Freeman, Celeste O'Connor",Drama,7.1
174,Knox Goes Away,2023,114.0,Michael Keaton,"Michael Keaton, Ray McKinnon, Cassie Moronez","Crime, Thriller",7.0
175,In the Land of Saints and Sinners,2023,106.0,Robert Lorenz,"Kerry Condon, Desmond Eastwood, Conor MacNeill","Action, Crime, Thriller",6.4
176,The Teachers' Lounge,2023,98.0,Ilker Çatak,"Leonie Benesch, Anne-Kathrin Gummich, Rafael Stachowiak",Drama,7.4
177,Fast Charlie,2023,90.0,Phillip Noyce,"Pierce Brosnan, Morena Baccarin, James Caan","Action, Crime, Drama",6.0
178,Reality,2023,83.0,Tina Satter,"Sydney Sweeney, Josh Hamilton, Marchánt Davis",Drama,6.7
179,You Are So Not Invited to My Bat Mitzvah,2023,103.0,Sammi Cohen,"Idina Menzel, Jackie Sandler, Adam Sandler",Comedy,5.9
180,20 Days in Mariupol,2023,95.0,Mstyslav Chernov,"Liudmyla Amelkina, Mstyslav Chernov, Roman Golovanov","Documentary, War",8.5
181,Retribution,2023,91.0,Nimród Antal,"Liam Neeson, Noma Dumezweni, Lilly Aspell","Action, Thriller",5.3
182,Gaslight,2023,111.0,Pavan Kirpalani,"Sara Ali Khan, Vikrant Massey, Chitrangda Singh","Crime, Horror, Mystery",5.8
183,Silent Night,2023,104.0,John Woo,"Joel Kinnaman, Kid Cudi, Harold Torres","Action, Thriller",5.3
184,The Vaccine War,2023,161.0,Vivek Agnihotri,"Anupam Kher, Mohan Kapur, Nana Patekar","Drama, Thriller",7.1
185,Freelance,2023,108.0,Pierre Morel,"John Cena, Alison Brie, Juan Pablo Raba","Action, Comedy",5.5
186,Checkmate,2023,112.0,"Akriti Bajpai, Harsh Beniwal","Harsh Beniwal, Mohit Chhikara, Aditya Paul","Action, Comedy",7.6
187,The Three Musketeers - Part I: D'Artagnan,2023,121.0,Martin Bourboulon,"François Civil, Vincent Cassel, Romain Duris","Action, Adventure, History",6.7
188,Fukrey 3,2023,147.0,Mrighdeep Lamba,"Pulkit Samrat, Varun Sharma, Manjot Singh","Comedy, Crime, Drama",5.5
189,A Million Miles Away,2023,121.0,Alejandra Márquez Abella,"Michael Peña, Rosa Salazar, Julio Cesar Cedillo","Biography, Drama",7.3
190,MobKing,2023,,Jokes Yanes,"Ciro Dapagio, Elisabetta Fantone, Celine Alva","Drama, Thriller",5.4
191,Taylor Swift: The Eras Tour,2023,169.0,Sam Wrench,"Taylor Swift, Mike Meadows, Max Bernstein","Documentary, Music, Musical",8.0
192,Paradise,2023,117.0,Boris Kunz,"Kostja Ullmann, Corinna Kirchhoff, Marlene Tanczik","Action, Sci-Fi, Thriller",6.3
193,Quiz Lady,2023,99.0,Jessica Yu,"Awkwafina, Sandra Oh, Will Ferrell",Comedy,6.7
194,Gadar 2,2023,170.0,Anil Sharma,"Sunny Deol, Ameesha Patel, Utkarsh Sharma","Action, Adventure, Drama",5.1
195,Bholaa,2023,144.0,Ajay Devgn,"Ajay Devgn, Tabu, Abhishek Bachchan","Action, Crime, Drama",5.8
196,Tejas,2023,112.0,Sarvesh Mewara,"Kangana Ranaut, Vishak Nair, Anshul Chauhan","Action, Drama, Thriller",4.3
